index,epsilon,map,highest_map
1,0.0,0.03038616173412644,0.03038616173412644
2,0.1,0.030740597639093543,0.030740597639093543
3,0.2,0.030976562864227914,0.030976562864227914
4,0.3,0.031182952670003417,0.031182952670003417
5,0.4,0.031318880131843856,0.031318880131843856
6,0.5,0.031385077593466745,0.031385077593466745
7,0.6,0.03128762148746852,0.031385077593466745
8,0.7,0.03111622197668197,0.031385077593466745
